Gene.primaryIdentifier	Gene.featureType	Gene.qualifier	Gene.secondaryIdentifier	Gene.symbol	Gene.sgdAlias	Gene.featAttribute	Gene.length	Gene.chromosomeLocation.locatedOn.primaryIdentifier	Gene.locations.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.geneSummary	Gene.status	Gene.organism.commonName	Gene.description
S000000092	ORF	Dubious	YAR069C	null	null	null	294	chrI	224011	224304	-1	null	Active	null	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication
S000000093	ORF	Dubious	YAR070C	null	null	null	300	chrI	224563	224862	-1	null	Active	null	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication
S000000094	ORF	Verified	YAR071W	PHO11	acid phosphatase PHO11	null	1404	chrI	225460	226863	1	null	Active	null	One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication
S000000095	ORF	Dubious	YAR073W	IMD1	null	null	1212	chrI	227742	228953	1	null	Active	null	Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication
S000000097	ORF	Verified	YBL001C	ECM15	null	null	315	chrII	237153	237467	-1	null	Active	null	Non-essential protein of unknown function; likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis
S000000098	ORF	Verified	YBL002W	HTB2	histone H2B	null	396	chrII	236492	236887	1	null	Active	null	Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation
S000000099	ORF	Verified	YBL003C	HTA2	H2A2 histone H2A	null	399	chrII	235394	235792	-1	null	Active	null	Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p
S000000100	ORF	Verified	YBL004W	UTP20	null	null	7482	chrII	227636	235117	1	null	Active	null	Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA
S000000101	ORF	Verified	YBL005W	PDR3	AMY2 drug-responsive transcription factor PDR3 TPE2	null	2931	chrII	217470	220400	1	null	Active	null	Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate
S000000102	ORF	Verified	YBL006C	LDB7	RSC14	null	543	chrII	216587	217129	-1	null	Active	null	Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions
S000000103	ORF	Verified	YBL007C	SLA1	cytoskeletal protein-binding protein SLA1	null	3735	chrII	212632	216366	-1	null	Active	null	Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains
S000000104	ORF	Verified	YBL008W	HIR1	null	null	2523	chrII	209653	212175	1	null	Active	null	Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores
S000000105	ORF	Verified	YBL009W	ALK2	protein kinase ALK2	null	2031	chrII	207194	209224	1	null	Active	null	Protein kinase; along with its paralog, ALK1, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK2 has a paralog, ALK1, that arose from the whole genome duplication; similar to mammalian haspins
S000000106	ORF	Uncharacterized	YBL010C	null	null	null	843	chrII	206107	206949	-1	null	Active	null	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles
S000000107	ORF	Verified	YBL011W	SCT1	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1 GAT2	null	2280	chrII	203538	205817	1	null	Active	null	Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed
S000000108	ORF	Dubious	YBL012C	null	null	null	402	chrII	203406	203807	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000000109	ORF	Verified	YBL013W	FMT1	methionyl-tRNA formyltransferase	null	1206	chrII	202056	203261	1	null	Active	null	Methionyl-tRNA formyltransferase; catalyzes the formylation of initiator Met-tRNA in mitochondria; potential Cdc28p substrate
S000000110	ORF	Verified	YBL014C	RRN6	null	null	2685	chrII	199064	201748	-1	null	Active	null	Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p
S000000111	ORF	Verified	YBL015W	ACH1	acetyl-CoA hydrolase	null	1581	chrII	194122	195702	1	null	Active	null	Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth
S000000112	ORF	Verified	YBL016W	FUS3	DAC2 mitogen-activated serine/threonine-protein kinase FUS3	null	1062	chrII	192451	193512	1	null	Active	null	Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p, Cdc42p-mediated asymmetry and mating morphogenesis
S000000113	ORF	Verified	YBL017C	PEP1	type I sorting receptor VPS10 VPT1	null	4740	chrII	186844	191583	-1	null	Active	null	Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments
S000000114	ORF	Verified	YBL018C	POP8	ribonuclease P	null	477	chrII	185998	186474	-1	null	Active	null	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia
S000000115	ORF	Verified	YBL019W	APN2	DNA-(apurinic or apyrimidinic site) lyase APN2 ETH1	null	1563	chrII	184353	185915	1	null	Active	null	Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII
S000000116	ORF	Verified	YBL020W	RFT1	glycolipid translocation protein	null	1725	chrII	182401	184125	1	null	Active	null	Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene
S000000117	ORF	Verified	YBL021C	HAP3	null	null	435	chrII	181660	182094	-1	null	Active	null	Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding
S000000118	ORF	Verified	YBL022C	PIM1	ATP-dependent Lon protease PIM1 LON1	null	3402	chrII	177874	181275	-1	null	Active	null	ATP-dependent Lon protease; involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria
S000000119	ORF	Verified	YBL023C	MCM2	MCM DNA helicase complex subunit MCM2	null	2607	chrII	174920	177526	-1	null	Active	null	Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress
S000000120	ORF	Verified	YBL024W	NCL1	TRM4 tRNA (cytosine-C5-)-methyltransferase	null	2055	chrII	172534	174588	1	null	Active	null	S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120
S000000121	ORF	Verified	YBL025W	RRN10	null	null	438	chrII	171481	171918	1	null	Active	null	Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I
S000000122	ORF	Verified	YBL026W	LSM2	Sm-like protein LSM2 SMX5 SNP3	null	416	chrII	170623	171038	1	null	Active	null	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress
S000000123	ORF	Verified	YBL027W	RPL19B	eL19 L19B L19e L23B ribosomal 60S subunit protein L19B rpl5L YL14	null	954	chrII	168423	169376	1	null	Active	null	Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal; homologous to mammalian ribosomal protein L19, no bacterial homolog; RPL19B has a paralog, RPL19A, that arose from the whole genome duplication
S000000124	ORF	Verified	YBL028C	null	null	null	321	chrII	167518	167838	-1	null	Active	null	Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis
S000000125	ORF	Uncharacterized	YBL029W	null	null	null	1131	chrII	166134	167264	1	null	Active	null	Non-essential protein of unknown function
S000000126	ORF	Verified	YBL030C	PET9	AAC2 ADP/ATP carrier protein PET9 ANC2 OP1	null	957	chrII	163041	163997	-1	null	Active	null	Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant
S000000127	ORF	Verified	YBL031W	SHE1	null	null	1017	chrII	161699	162715	1	null	Active	null	Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function
S000000128	ORF	Verified	YBL032W	HEK2	KHD1	null	1146	chrII	160184	161329	1	null	Active	null	RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K
S000000129	ORF	Verified	YBL033C	RIB1	GTP cyclohydrolase II	null	1038	chrII	158656	159693	-1	null	Active	null	GTP cyclohydrolase II; catalyzes the first step of the riboflavin biosynthesis pathway
S000000130	ORF	Verified	YBL034C	STU1	null	null	4542	chrII	153848	158389	-1	null	Active	null	Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles
S000000131	ORF	Verified	YBL035C	POL12	DNA-directed DNA polymerase alpha subunit POL12	null	2118	chrII	151493	153610	-1	null	Active	null	B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation
S000000132	ORF	Verified	YBL036C	null	null	null	774	chrII	150447	151220	-1	null	Active	null	Putative non-specific single-domain racemase; based on structural similarity; binds pyridoxal 5'-phosphate; expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS
S000000133	ORF	Verified	YBL037W	APL3	null	null	3078	chrII	147209	150286	1	null	Active	null	Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport
S000000134	ORF	Verified	YBL038W	MRPL16	mitochondrial 54S ribosomal protein YmL47 RML16 uL16m YmL47	null	699	chrII	146187	146885	1	null	Active	null	Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L16 ribosomal protein; synthetic lethality with hac1 mutation suggests a possible role in synthesis of precursors for protein glycosylation
